0.00		0.00		0.00		1314.00		190.50	
25.00		0.00		0.00		1355.50		181.00	
50.00		0.00		0.00		1396.00		174.00	
75.00		0.00		0.00		1433.00		169.00	
100.00		0.00		0.00		1467.50		165.50	
125.00		0.00		0.00		1498.50		165.00	
150.00		0.00		0.00		1527.00		165.00	
175.00		0.00		0.00		1551.00		168.50	
0.00		25.00		0.00		1332.00		233.00	
25.00		25.00		0.00		1376.00		224.00	
50.00		25.00		0.00		1417.00		217.00	
75.00		25.00		0.00		1455.50		212.50	
100.00		25.00		0.00		1490.00		210.00	
125.00		25.00		0.00		1522.00		207.50	
150.00		25.00		0.00		1549.00		208.50	
175.00		25.00		0.00		1573.00		209.50	
0.00		50.00		0.00		1349.50		281.00	
25.00		50.00		0.00		1395.00		273.00	
50.00		50.00		0.00		1437.50		266.00	
75.00		50.00		0.00		1476.00		261.50	
100.00		50.00		0.00		1512.00		257.00	
125.00		50.00		0.00		1542.50		256.00	
150.00		50.00		0.00		1570.00		256.00	
175.00		50.00		0.00		1593.50		257.00	
0.00		75.00		0.00		1365.00		334.00	
25.00		75.00		0.00		1412.00		326.00	
50.00		75.00		0.00		1455.50		320.00	
75.00		75.00		0.00		1495.50		314.50	
100.00		75.00		0.00		1530.50		311.50	
125.00		75.00		0.00		1561.50		308.50	
150.00		75.00		0.00		1588.00		307.00	
175.00		75.00		0.00		1610.50		306.50	
0.00		100.00		0.00		1378.50		391.00	
25.00		100.00		0.00		1426.50		384.00	
50.00		100.00		0.00		1471.00		377.00	
75.00		100.00		0.00		1510.50		371.50	
100.00		100.00		0.00		1546.00		368.00	
125.00		100.00		0.00		1576.50		363.00	
150.00		100.00		0.00		1603.00		361.50	
175.00		100.00		0.00		1626.00		360.00	
0.00		125.00		0.00		1389.00		451.00	
25.00		125.00		0.00		1437.50		444.50	
50.00		125.00		0.00		1482.00		438.00	
75.00		125.00		0.00		1522.00		432.00	
100.00		125.00		0.00		1558.00		427.00	
125.00		125.00		0.00		1589.50		422.00	
150.00		125.00		0.00		1615.00		417.50	
175.00		125.00		0.00		1636.00		415.50	
