0.00		0.00		0.00		1139.00		295.50	
25.00		0.00		0.00		1228.50		285.50	
50.00		0.00		0.00		1312.50		280.50	
75.00		0.00		0.00		1386.00		280.00	
100.00		0.00		0.00		1448.00		282.50	
125.00		0.00		0.00		1498.50		289.00	
150.00		0.00		0.00		1537.50		295.00	
175.00		0.00		0.00		1569.50		304.50	
0.00		25.00		0.00		1154.00		385.50	
25.00		25.00		0.00		1248.50		376.50	
50.00		25.00		0.00		1335.50		370.00	
75.00		25.00		0.00		1410.50		367.00	
100.00		25.00		0.00		1471.50		367.50	
125.00		25.00		0.00		1520.00		369.00	
150.00		25.00		0.00		1558.50		371.00	
175.00		25.00		0.00		1588.50		373.50	
0.00		50.00		0.00		1165.00		485.50	
25.00		50.00		0.00		1262.50		477.50	
50.00		50.00		0.00		1350.50		470.00	
75.00		50.00		0.00		1425.00		463.50	
100.00		50.00		0.00		1486.00		459.00	
125.00		50.00		0.00		1534.00		454.50	
150.00		50.00		0.00		1571.00		452.00	
175.00		50.00		0.00		1599.00		449.50	
0.00		75.00		0.00		1171.00		589.50	
25.00		75.00		0.00		1268.00		582.50	
50.00		75.00		0.00		1355.50		573.00	
75.00		75.00		0.00		1430.50		563.00	
100.00		75.00		0.00		1491.00		553.00	
125.00		75.00		0.00		1538.50		543.50	
150.00		75.00		0.00		1575.50		535.00	
175.00		75.00		0.00		1604.00		527.00	
0.00		100.00		0.00		1171.00		687.50	
25.00		100.00		0.00		1265.50		682.50	
50.00		100.00		0.00		1351.50		671.50	
75.00		100.00		0.00		1425.50		658.50	
100.00		100.00		0.00		1486.00		644.00	
125.00		100.00		0.00		1534.00		629.50	
150.00		100.00		0.00		1571.00		615.50	
175.00		100.00		0.00		1600.50		603.00	
0.00		125.00		0.00		1164.50		773.50	
25.00		125.00		0.00		1255.00		769.50	
50.00		125.00		0.00		1338.50		760.00	
75.00		125.00		0.00		1411.00		744.50	
100.00		125.00		0.00		1472.00		728.00	
125.00		125.00		0.00		1521.50		710.50	
150.00		125.00		0.00		1561.00		692.50	
175.00		125.00		0.00		1590.00		675.00	
