0.00		0.00		0.00		1087.00		672.50	
25.00		0.00		0.00		1085.00		752.00	
50.00		0.00		0.00		1080.50		819.50	
75.00		0.00		0.00		1074.50		876.50	
100.00		0.00		0.00		1068.00		924.50	
125.00		0.00		0.00		1062.50		965.00	
150.00		0.00		0.00		1005.50		685.50	
175.00		0.00		0.00		1006.50		768.00	
0.00		25.00		0.00		1005.00		837.00	
25.00		25.00		0.00		1003.50		894.00	
50.00		25.00		0.00		1001.00		942.50	
75.00		25.00		0.00		1000.50		983.00	
100.00		25.00		0.00		913.50		695.50	
125.00		25.00		0.00		919.00		779.00	
150.00		25.00		0.00		922.50		851.00	
175.00		25.00		0.00		925.50		908.50	
0.00		50.00		0.00		929.50		956.50	
25.00		50.00		0.00		932.50		996.00	
50.00		50.00		0.00		816.00		702.00	
75.00		50.00		0.00		826.00		788.00	
100.00		50.00		0.00		835.50		858.50	
125.00		50.00		0.00		845.00		917.00	
150.00		50.00		0.00		854.00		965.50	
175.00		50.00		0.00		863.00		1002.50	
0.00		75.00		0.00		719.50		703.50	
25.00		75.00		0.00		733.50		788.50	
50.00		75.00		0.00		747.50		860.50	
75.00		75.00		0.00		764.00		919.50	
100.00		75.00		0.00		779.00		967.50	
125.00		75.00		0.00		793.50		1005.50	
150.00		75.00		0.00		631.00		701.00	
175.00		75.00		0.00		647.50		785.50	
0.00		100.00		0.00		666.50		857.00	
25.00		100.00		0.00		687.50		916.00	
50.00		100.00		0.00		707.00		964.00	
75.00		100.00		0.00		725.50		1002.00	
100.00		100.00		0.00		554.50		694.50	
125.00		100.00		0.00		571.50		777.00	
150.00		100.00		0.00		593.50		847.50	
175.00		100.00		0.00		617.00		906.50	
0.00		125.00		0.00		640.00		955.50	
25.00		125.00		0.00		662.50		993.50	
50.00		125.00		0.00		491.00		686.00	
75.00		125.00		0.00		508.00		764.50	
100.00		125.00		0.00		530.00		834.50	
125.00		125.00		0.00		555.00		892.50	
150.00		125.00		0.00		580.00		942.00	
175.00		125.00		0.00		604.00		982.00	
