0.00		0.00		0.00		1158.00		415.50	
25.00		0.00		0.00		1253.00		405.50	
50.00		0.00		0.00		1340.50		399.00	
75.00		0.00		0.00		1415.50		393.50	
100.00		0.00		0.00		1478.50		392.50	
125.00		0.00		0.00		1527.50		392.00	
150.00		0.00		0.00		1565.00		392.50	
175.00		0.00		0.00		1594.50		393.50	
0.00		25.00		0.00		1167.50		517.50	
25.00		25.00		0.00		1264.50		509.00	
50.00		25.00		0.00		1354.50		500.50	
75.00		25.00		0.00		1430.00		493.00	
100.00		25.00		0.00		1490.50		485.50	
125.00		25.00		0.00		1539.50		480.50	
150.00		25.00		0.00		1576.50		474.50	
175.00		25.00		0.00		1605.50		471.00	
0.00		50.00		0.00		1171.50		620.00	
25.00		50.00		0.00		1268.00		613.50	
50.00		50.00		0.00		1357.00		603.50	
75.00		50.00		0.00		1432.00		592.00	
100.00		50.00		0.00		1493.50		580.00	
125.00		50.00		0.00		1541.50		569.00	
150.00		50.00		0.00		1579.00		558.50	
175.00		50.00		0.00		1608.00		548.00	
0.00		75.00		0.00		1170.00		716.00	
25.00		75.00		0.00		1263.50		710.50	
50.00		75.00		0.00		1349.50		700.00	
75.00		75.00		0.00		1424.00		686.00	
100.00		75.00		0.00		1484.00		670.00	
125.00		75.00		0.00		1533.50		654.50	
150.00		75.00		0.00		1572.00		638.50	
175.00		75.00		0.00		1602.50		623.00	
0.00		100.00		0.00		1164.50		799.00	
25.00		100.00		0.00		1253.00		796.00	
50.00		100.00		0.00		1336.00		785.00	
75.00		100.00		0.00		1408.50		770.50	
100.00		100.00		0.00		1469.50		752.00	
125.00		100.00		0.00		1518.50		733.00	
150.00		100.00		0.00		1558.50		713.00	
175.00		100.00		0.00		1589.00		696.00	
0.00		125.00		0.00		1155.00		867.50	
25.00		125.00		0.00		1238.50		865.00	
50.00		125.00		0.00		1316.50		855.00	
75.00		125.00		0.00		1386.50		841.50	
100.00		125.00		0.00		1447.50		823.50	
125.00		125.00		0.00		1498.50		803.50	
150.00		125.00		0.00		1538.50		783.00	
175.00		125.00		0.00		1571.00		761.50	
