0.00		0.00		0.00		780.50		332.00	
25.00		0.00		0.00		853.00		313.00	
50.00		0.00		0.00		938.50		295.00	
75.00		0.00		0.00		1032.50		280.00	
100.00		0.00		0.00		1130.00		269.50	
125.00		0.00		0.00		1225.00		264.00	
150.00		0.00		0.00		1309.50		265.00	
175.00		0.00		0.00		1381.50		271.50	
0.00		25.00		0.00		777.00		412.00	
25.00		25.00		0.00		853.00		398.50	
50.00		25.00		0.00		942.50		385.00	
75.00		25.00		0.00		1042.50		373.00	
100.00		25.00		0.00		1146.00		363.50	
125.00		25.00		0.00		1246.00		358.00	
150.00		25.00		0.00		1332.00		356.00	
175.00		25.00		0.00		1405.00		358.00	
0.00		50.00		0.00		779.00		499.00	
25.00		50.00		0.00		855.50		492.50	
50.00		50.00		0.00		948.00		484.50	
75.00		50.00		0.00		1051.50		476.50	
100.00		50.00		0.00		1157.50		469.50	
125.00		50.00		0.00		1259.00		462.50	
150.00		50.00		0.00		1346.50		458.00	
175.00		50.00		0.00		1419.00		453.50	
0.00		75.00		0.00		783.50		589.00	
25.00		75.00		0.00		861.50		589.00	
50.00		75.00		0.00		954.00		588.50	
75.00		75.00		0.00		1057.00		585.50	
100.00		75.00		0.00		1163.50		579.50	
125.00		75.00		0.00		1264.00		572.00	
150.00		75.00		0.00		1352.00		563.00	
175.00		75.00		0.00		1424.50		554.00	
0.00		100.00		0.00		791.00		674.00	
25.00		100.00		0.00		867.50		682.00	
50.00		100.00		0.00		958.00		688.00	
75.00		100.00		0.00		1059.00		688.00	
100.00		100.00		0.00		1163.50		684.00	
125.00		100.00		0.00		1261.50		676.50	
150.00		100.00		0.00		1347.00		664.00	
175.00		100.00		0.00		1419.00		650.00	
0.00		125.00		0.00		801.00		751.50	
25.00		125.00		0.00		876.00		764.50	
50.00		125.00		0.00		963.50		773.50	
75.00		125.00		0.00		1059.00		778.00	
100.00		125.00		0.00		1156.00		777.00	
125.00		125.00		0.00		1251.00		769.50	
150.00		125.00		0.00		1335.50		756.50	
175.00		125.00		0.00		1406.00		737.50	
