0.00		0.00		0.00		370.00		113.50	
25.00		0.00		0.00		406.50		102.50	
50.00		0.00		0.00		447.50		96.50	
75.00		0.00		0.00		494.00		92.50	
100.00		0.00		0.00		544.50		92.00	
125.00		0.00		0.00		599.00		94.50	
150.00		0.00		0.00		655.50		103.00	
175.00		0.00		0.00		713.50		115.00	
0.00		25.00		0.00		343.00		158.00	
25.00		25.00		0.00		378.00		149.50	
50.00		25.00		0.00		418.50		142.50	
75.00		25.00		0.00		466.50		138.50	
100.00		25.00		0.00		519.00		138.00	
125.00		25.00		0.00		576.00		141.50	
150.00		25.00		0.00		636.50		148.00	
175.00		25.00		0.00		698.50		158.50	
0.00		50.00		0.00		315.50		212.00	
25.00		50.00		0.00		350.50		203.50	
50.00		50.00		0.00		391.50		197.50	
75.00		50.00		0.00		439.00		193.00	
100.00		50.00		0.00		494.00		192.50	
125.00		50.00		0.00		553.50		195.50	
150.00		50.00		0.00		617.50		202.00	
175.00		50.00		0.00		683.00		212.50	
0.00		75.00		0.00		291.50		272.00	
25.00		75.00		0.00		325.50		265.50	
50.00		75.00		0.00		366.50		260.50	
75.00		75.00		0.00		415.00		256.50	
100.00		75.00		0.00		469.50		256.50	
125.00		75.00		0.00		532.00		260.00	
150.00		75.00		0.00		599.00		266.00	
175.00		75.00		0.00		668.00		274.50	
0.00		100.00		0.00		271.00		339.50	
25.00		100.00		0.00		304.50		334.50	
50.00		100.00		0.00		344.00		331.00	
75.00		100.00		0.00		393.00		329.00	
100.00		100.00		0.00		450.50		328.50	
125.00		100.00		0.00		514.00		332.00	
150.00		100.00		0.00		584.00		337.50	
175.00		100.00		0.00		655.50		345.00	
0.00		125.00		0.00		259.00		411.00	
25.00		125.00		0.00		291.00		407.50	
50.00		125.00		0.00		330.00		408.50	
75.00		125.00		0.00		378.50		407.50	
100.00		125.00		0.00		435.00		409.00	
125.00		125.00		0.00		500.50		412.00	
150.00		125.00		0.00		572.00		415.50	
175.00		125.00		0.00		646.50		421.50	
