0.00		0.00		0.00		737.00		688.00	
25.00		0.00		0.00		792.00		699.00	
50.00		0.00		0.00		852.50		709.00	
75.00		0.00		0.00		917.00		717.50	
100.00		0.00		0.00		984.50		724.00	
125.00		0.00		0.00		1052.00		728.00	
150.00		0.00		0.00		1117.00		729.50	
175.00		0.00		0.00		1179.00		728.50	
0.00		25.00		0.00		735.50		745.00	
25.00		25.00		0.00		790.00		757.00	
50.00		25.00		0.00		849.50		768.50	
75.00		25.00		0.00		912.00		778.00	
100.00		25.00		0.00		977.50		783.50	
125.00		25.00		0.00		1043.50		788.50	
150.00		25.00		0.00		1107.50		788.50	
175.00		25.00		0.00		1168.50		787.00	
0.00		50.00		0.00		737.00		796.00	
25.00		50.00		0.00		790.00		810.00	
50.00		50.00		0.00		847.00		822.50	
75.00		50.00		0.00		908.50		831.50	
100.00		50.00		0.00		972.50		838.00	
125.00		50.00		0.00		1035.50		842.00	
150.00		50.00		0.00		1098.50		841.50	
175.00		50.00		0.00		1156.50		839.50	
0.00		75.00		0.00		739.50		843.00	
25.00		75.00		0.00		790.00		857.50	
50.00		75.00		0.00		846.50		869.00	
75.00		75.00		0.00		905.50		879.00	
100.00		75.00		0.00		966.50		886.00	
125.00		75.00		0.00		1027.50		889.50	
150.00		75.00		0.00		1087.50		889.50	
175.00		75.00		0.00		1144.00		886.50	
0.00		100.00		0.00		742.00		884.50	
25.00		100.00		0.00		793.00		899.00	
50.00		100.00		0.00		846.00		911.50	
75.00		100.00		0.00		902.50		921.50	
100.00		100.00		0.00		961.00		927.50	
125.00		100.00		0.00		1019.00		931.50	
150.00		100.00		0.00		1076.50		931.00	
175.00		100.00		0.00		1131.00		927.50	
0.00		125.00		0.00		747.50		921.00	
25.00		125.00		0.00		795.50		934.50	
50.00		125.00		0.00		847.00		947.00	
75.00		125.00		0.00		900.50		956.50	
100.00		125.00		0.00		955.50		964.00	
125.00		125.00		0.00		1012.50		966.50	
150.00		125.00		0.00		1066.50		968.00	
175.00		125.00		0.00		1119.00		964.00	
