0.00		0.00		0.00		250.50		405.00	
25.00		0.00		0.00		280.50		404.00	
50.00		0.00		0.00		319.00		402.50	
75.00		0.00		0.00		365.00		403.00	
100.00		0.00		0.00		420.50		404.50	
125.00		0.00		0.00		484.50		407.50	
150.00		0.00		0.00		555.50		411.50	
175.00		0.00		0.00		630.00		417.50	
0.00		25.00		0.00		242.00		480.00	
25.00		25.00		0.00		272.00		481.00	
50.00		25.00		0.00		309.00		483.50	
75.00		25.00		0.00		356.50		486.00	
100.00		25.00		0.00		412.00		488.50	
125.00		25.00		0.00		477.00		492.00	
150.00		25.00		0.00		549.00		495.50	
175.00		25.00		0.00		624.00		499.00	
0.00		50.00		0.00		241.00		554.00	
25.00		50.00		0.00		271.00		559.50	
50.00		50.00		0.00		309.00		564.50	
75.00		50.00		0.00		355.50		569.50	
100.00		50.00		0.00		412.00		574.50	
125.00		50.00		0.00		477.00		578.00	
150.00		50.00		0.00		548.50		580.00	
175.00		50.00		0.00		623.00		581.50	
0.00		75.00		0.00		248.00		628.00	
25.00		75.00		0.00		279.00		636.50	
50.00		75.00		0.00		317.50		645.00	
75.00		75.00		0.00		365.00		651.50	
100.00		75.00		0.00		420.50		656.50	
125.00		75.00		0.00		484.00		661.00	
150.00		75.00		0.00		554.00		661.50	
175.00		75.00		0.00		627.00		661.50	
0.00		100.00		0.00		262.00		697.50	
25.00		100.00		0.00		293.50		709.00	
50.00		100.00		0.00		332.50		718.50	
75.00		100.00		0.00		379.50		727.50	
100.00		100.00		0.00		435.00		734.00	
125.00		100.00		0.00		497.50		737.00	
150.00		100.00		0.00		565.50		737.00	
175.00		100.00		0.00		636.00		734.00	
0.00		125.00		0.00		281.50		762.00	
25.00		125.00		0.00		314.50		774.00	
50.00		125.00		0.00		354.00		785.50	
75.00		125.00		0.00		400.00		795.00	
100.00		125.00		0.00		455.00		802.00	
125.00		125.00		0.00		515.00		805.50	
150.00		125.00		0.00		580.00		805.50	
175.00		125.00		0.00		647.50		800.00	
